text,label
bener abangku 100% judi online  penipuan kalah..secara logika judi off line aja banyak curangnya apa lagi judol yg kita emga bsa lihat bandarnya atau pemainnya pakai sistem fik 100% setingangan bener 100 % kata si abang...menang  itu stop judol dan tdk bermain judol..cari kerja dapat yang hallal nerkah..dan tdk satu lagi tdk ada dpt uamg secara istan kita perlu kerja keras terus bang ronal memberikan pencerahnya agar masyarakat indonesia sadar bahaya dan efek judol semamgat bang,non_spam
"yang menang judol itu bandar sama yang promosiin judol hati"" rungkat sekebon😅😅😅",non_spam
"""kemenangan terbesar adalah Berhenti bermain""...Jargon saya saat dulu terjebak Judi Bola dan Binomo option",non_spam
Saya tau cara agar menang yaitu gebukin bandar nya 😂😂😂😂,non_spam
Klo trading gmn yak ? Serius nanya ... Kan lg marak buka kelas...tp byk jg yg rungkad,non_spam
Admin nya sendiri juga ngga bisa menang main slot,non_spam
Aplikasi2 Judol itu bukan Judi tapi lebih ke penipuan atau SCAM Bandar Menang Forever.. 😂,non_spam
Bang coba bahas tentang sistem judi togel . Biar kami yang awam jadi paham,non_spam
"Demo yang real bg.. Aplikasi real,, input 10 pemain fiktif,, pakai 10 com,, demo apa yg terjadi sebenarnya di panel.. Gimana siklus setelah WD.. Apa aja didemoin yg sebenarnya terjadi dibelakang layar.. Demo yg real...",non_spam
"Tetap main,, KALAH... Berhenti main,, MENANG...",non_spam
"izin bang, saya belom pernah main slot, dan saya baru bulan ini coba coba, awal nya saya dikasih stabil menang tipis, tapi setelah nya di sedot rungkad terus, dan bawaanya berharap uang saya akan kembali ternyata malah makin rungkad,  gak pp kak saya mah ikhlas mau jadi bandar kalo gini caranya, uang yang saya pakai hasil jerih payah sayabkarna baru mulai pertama merintis usaha kecil kecilan, bantu saya bang",non_spam
BERHENTI BERMAIN JUDOL  Teman saya rungkad gara² judol dia sampai jual tanah jual motor sama rumah gara² main judol BERHENTI BERMAIN JUDOL,non_spam
Aku gak main judi tapi buat kalian yang bisa bobol rebut kembali uang kalian yang sudah di rampas kamboja😂,non_spam
"Kalau judi bola itu gmn bos,kan pasti kita bisa menonton live",non_spam
Tolong saya mas supaya bisa berhenti main saya anak 2 dan masih tk semua keuangan hancur istri saya kekurangan untuk makan..... 😢😢😢😢,non_spam
"bang buatin vidio untuk judi bola, parlay",non_spam
"Harusnya dibongkar semua cara menangnya,,nnti sy bagi dua sma yg bongkar,,soalnya klo judiofline ada banyak bandar bangkrut tuh",non_spam
Kalo pengen menang maen judi offline tapi tergantung luck dan skill juga. Judol mah dibohongin sama mesin 😂,non_spam
"banng isengin joki slot dong bang ,ini gua ada yang nawarin di joki",non_spam
Kalo judi di game growtopia Pakah scam,non_spam
"kalo prediksi permainan spaceman itu ada yang asli bg, izin bertanya🙏🙏",non_spam
"Gue pernah ada pengalaman ketika WD 2,2jt di blokir.",non_spam
"Judol nya apakah slot? atau togel ? atau yang lain ya,,tolong diperjelas apa arti judol itu ?",non_spam
parah lagi tuh warga indo sendiri yang bikin warga sendiri menipu temen sendiri makan warga sendiri 😂 saling menipu memeras warga sendiri berkedok asing karna melawan bangsa sendiri itu paling sulit kata bung karno karna yang jadi musuh itu ya musuh dalam selimut 😂😂😂,non_spam
"cara berhenti judol gampang broo,,,kita selalu ingat kebohongan admin,,,niscaya kita selalu benci saat mau depo",non_spam
"bandar itu ibarat dukun...dia di sebut orang pintar,krn ada orang bodoh..yg datangin dia,minta penglaris,minta kaya,minta awet muda,minta ini itu..bgitu lah judol...😂😂😂...",non_spam
Aku terakhir menang Bulan lalu 11jt di mj2 wd ya memang masuk ke rek sih Tp benar kemenangan terbaik iyalah Ber hen tiiee,non_spam
Org yang nonton ini psti hbis klh 😂😂😂,non_spam
Kalo judi bola bg? Liga inggris,non_spam
"Saya pernah di chat di wa sama sales,entah dari mana mereka dapat no wa saya,dan mereka nyuruh main di link mereka di suruh depo 30 ribu di jamin wd 3jt kta ny,, dan hal hasil saya pernasaran jadi saya coba lh eh pasmain naik 900ribu gua wd habis itu sampai sekarang gk pernah gua bukak lagi link ny",non_spam
Aku bisa ngakalin judol tapi yang slot balikin yang kalah di minggu sebelumnya atau bulan lalu nya. Tapi harus aku yang pegang hp dan aku yang mainin dan harus sabar minimal 30 menit,non_spam
Info orang baru katanya ..kenyataan nya KLO menang ya menang ..cuma kita sarat kalo dah JP mesti brenti .,non_spam
Bahas judi bola dong bang,non_spam
"Dalam permainan pasti ada menang ada kala,sama jugak dgn judi yg menang ya ada uang yg kalah gak dpat uang.",non_spam
Bg aq punya abg ipar aq maen judul slot koq aneh yaa. Dia maen lebih bnyak menang drpada kalahnya.... Sampai dia berani ambil kredit mobil sama beli tanah sama bangun rumah dr hasil maen slot ... Sampai terheran heran aq koq dia gk rungkat rungkat gk sadar sadar karena judul bahaya malah dia kecanduan,non_spam
"mantap bang,,,,,kontennya biar semuanya sadar apa itu judol😄😄",non_spam
TOGEL BOLA JUGA SETTINGAN YA BANG,non_spam
"Bang bisa bantu saya GK, abis kena tipu segitiga senilai 8jt pliss di notice bang 🙏🙏🙏",non_spam
SAYA KALAU DAPET SEGITU LANGSUNG BEEHENTI YAH MEREKA PUNYA CARA HIPNOTIS LOO BAKAL BALIK LAGI PENIPU MASYARAKAT HATI HATI,non_spam
Makn judi orang bego,non_spam
Judi membuat miskin Judi membuat hancur Judi membuat sengsara SADARLAH SADARLAH,non_spam
"Gimana kaga di jauhin orang² ,lu dapet jp uang lu pake sendiri kaga lu bagi ke orang² ,wajar pas lu kaga punya apa² pada jauhin itu wajar.",non_spam
Sudah pasti yg pernah main judi online,non_spam
Bukan judi itumah ojolmah tapi penipuan terang terangan sobat,non_spam
Alhamdulilah saya knl judi msih bisa kontrol cuma ad hutang 500 ribu  blum sampai puluhan juta,non_spam
Ngak ada bang kaya dari judi yang ada pada rungkad semua bos,non_spam
"Orng yg banyak duit puluhan juta, ratusan juta trus aktif main judol slot berarti setan & sangt amat bodoh",non_spam
Asalamualaikum selamat pagi. Saya seorang ibu rumah tangga awal kenal judol karna lihat teman sekitar pada main awal nya saya coba coba eh dikasih menang lalu saya ketagihan ingin lebih lebih lagi sampai mentok habis di modal 1.343.000 setelah itu saya menyesal saya STOP judol. Lalu saya coba cek cek akun saya ternyata ada bonusan sekitar 5.000 saya mainkan lah bonusan itu ternyata naik jadi 301.000 penasaran lah lagi saya depo depo lagi naik terus nih sampai tembus di 1.409.000 dengan modal 100.000 tambah lah saya semangat lagi depo depo terus dengan keyakinan bisa lebih banyak dari ini. Ternyata saya malah makin banyak membuangkan uang untuk hal yg salah. Yg awal nya modal cuman 1.343.000 malah jadi 2.127.000. STOP JUDOL yah teman teman emang betul bukan salah judol nya tapi yah lihatkan saya dan mereka Parak korban judol jadi gimana. Doakan aku yah teman semoga bisa berhenti total dari judol bismillahirrahmanirrahim semoga bisa Istiqomah 🤲,non_spam
Dulu saya hobi motor habis bayak tapi masih bisa nabung walau sedikit tapi setelah kenal slot tabungan habis,non_spam
Saya dengerin cerita nya bingung ga fokus ke cerita dia sendiri..  Kaya karangan...  Emang judol bahaya banget...  Saya sehari deposit 5jt kadang10jt paling kecil 2jt... Skrg ancur tp alhamdulillah ga ninggalin hutang ke orang2,non_spam
Lepas Narkoba malah candu judol haha sial haha  Dipikir pikir mending narkoba masih ada enaknya hahahha judol cuma bikin sesak hati 😂😂,non_spam
kalo togel judi apa bukan ?,non_spam
Badar judi itu gobok kena mauya menang sediri cobah kemengan itu di berian kemangan bagi yang kalah juga agar merkah tetap makan kalu cara sperti itu hayah buat pemain sakit hati,non_spam
cerita sesui fakta pemain slot,non_spam
Kalok bisa judi online di hapus kan lah,non_spam
Nih orang ngakunya punya jabatan lumayan di kantor tapi ko bego dari awal yh masa ga ngerti deposit withdraw itu kan bukan hanya istilah judol,non_spam
Bandar judil harus di basmi bahaya itu  harus di basmi,non_spam
Slot itu pembohong besar bikin hancur orang sadarlah stop slot solusinya ya,non_spam
cuma orang2 bodoh & TOLOL masih main judol... logika aja bandar itu nyari duit bkan bagi2 duit... makanya player trs2 di kalahin supaya bandar bisa meraup uang Se banyak2. nya dari player... stop judol judol itu penipuan berkedok judi...sayangi diri sendiri & keluarga...jgn pas berhenti setelah semuanya ludes & hancur lebur... salam waras.,non_spam
Gua mau cerita pengalaman gue nih.. Gue main judi dari 2024-2025 . Sekarang gue udh brnti dari 1 Desember sampe sekarang ..gue selama main dari 2024-2025. Depo paling gede 250. Paling kecil 25rb.. dari 100% gue 60% menang . Ya Tapi karena gue sekarang lagi ga megang  duit ya makanya gue brenti dari 1 Desember Ampe sekarang . sekarang... . Tapi gue biasa aja tuh kalo lagi gak main .  soalnya menang paling gede 2juta si.. jadi biasa aja ga nyandu .. 😂... Entar gue kalo ada duit mau main depo lagi lah ..,non_spam
Narasumber nya setingan ini masak kerja mapan dan kemungkinan sekolah juga minimal SMA  sederajat masak GK tau itu jugi 😅😅😅 kebohongan publik ini,non_spam
"Setiap hari saya depo minimal 500rb Dalam 1tahun.... Kemenangan paling banyak 12jt, itupun setelah 3hari kalah 10jt Setelah dpt 12jt Kekalahan semakin banyak & g ada memangnya... Sekarang hidup saya Luntang Lantung tanpa tujuan",non_spam
Judi online penipuan terang terang an... hindari...,non_spam
"Abis sy +-8juta buat judul besar kecil  Ada aja kesialan yg terjadi pd saat bet, pdhl sdh di rumuskan  Itu yg bikin rungkad dan akhirnya gw berhenti total dr ini",non_spam
Sy habis kalah 500rb baru aja.... Yang kemarin2 depo setiap hari 200rb hangusss,non_spam
Nikmkati apa yg ada dipiran kita .slama masih hidup.berhenti judi tidak bisa dengan cara ceramahan dari orang lain..smua tetgantung diri kita,non_spam
Untuk temen temen yang sempet atau ada baca komentar saya ini tolong banget simpen dalam dalam. Salah satu kunci berhenti dari main judol. 1 harus ngiklasin yang hudah habis. 2 carilah kesibukan lain seperti hobi olahraga atau yang lain apa cari ikan. 3 jangan sering sendiri tapi jangan juga gabung sama pemain judi. 4 jalanin selama 3 bulan jangan sampai di coba lagi walaupun ngambil gratisan atau yg lain lain,non_spam
"Slot bukan judi, slot itu penipuan. Yg bilang slot itu judi salah besar bro..",non_spam
saya pengen bos di wawancara jadi bintang tamu saya korban slot😅,non_spam
MANA ADMINYA BANG GUA BAKAR TUH SI ANJING,non_spam
"Sebelum kenal slot penghasilan perhari skitar 300-500 rb hasil jualan ikan, kenal judol thun 2022 sekarang semua kacau utang 150jt sya jadi pemalas.. Yg belum nyoba judol jgn sampe ya bro",non_spam
Bandar mati klu dah gk ada yg depo,non_spam
"Narasumber sekolah gak y kog goblok banget masa judi gak tahu,pintaran makn y😂",non_spam
"Saya sering nyimak video bang andy host paling guanteng sebekasi..saya salah satu korban judol,saya main slot dari 2022..tapi puncaknya di 2024 awal sampe sekarang..hampir tiap hari saya main..tadi abis magrib juga depo lagi duh..niat saya main biar modal di balikin separoh aja gpp..tapi belum di balikin malah di sikat terus sama bandar anji*ng",non_spam
Kecanduan judi lbh bahaya dari kecanduan narkoba.. Aku dlu adalah bos elektronik dicibinong.. Omset sehari bisa ratusan juta. Sudah punya ruko dan tanah..habis semua gak ada sisa.. Kekalahan aku di slot sie gaj terllu bnyak paling 50jutaan..kekalahan aku paling besar adalah waktu piala dunia.3milyar lbh habis semua.. Sampai skrg aku tidak pernah berjudi lagi semenjak ibu aku meninggal.. Penyesalan paling menyedihkan.. Jadi buat kalian yg mash judi mending berhenti seblum judi..,non_spam
"ente bego apa pura2 bego,masa nyokap ente yg ngasi tau klo itu judi",non_spam
"asli pembicaraan ini banyak banget ilmu yg bisa di ambil dari kisah2 ini, semoga kita di jauhkan dari Judi Haram",non_spam
"kadang saya bingung bang ko di indonesia separah ini ya? padahal kan judi slot tiap negara juga ada ,tapi gak separah ini, itu bagai mana ?",non_spam
Betul bang pemerintah mendukung judol...era jokowituh tumbuh subur judi*.,non_spam
biarpun tidak kalah banyak.tp hidup kacau kalo jebur di dunia judi .. biarpun judi apa saja... hanya setan yg bisa membantah,non_spam
Saya main judi dari umur 12 tahun. Sekarang umur 57 tahun saya paham semua bentuk judi apa pun. Kunci kemenangan dalam judi harus bisa terima kekalahan. Dan saya sarankan jangan sekali kali iseng iseng nanti kalau terjerumus nyawa kita jamin an nya hati hati saudara ku jangan sampai terjerumus apa lagi judi online itu penipuan nya jelas benar,non_spam
"Judi online itu penipu, hati2 kalian",non_spam
"Judi online itu penipu, hati2 kalian",non_spam
"Saya WD 4,3juta modal 250. Gw mainin lagi malah rungkad 1,4, udh lngsung berhenti sblum hbis, untung gk terlalu nafsu, dan gak pke uang pribadi😂 kita hanya dksi menang biar kita kcanduan, smakin menggali kekalahan, semakin rungkad..😂 stop sbelum hancur..",non_spam
njir berubah 360 derajat itumah jadi balik ke kondisi awal lagi ngaa sih 😂😂😂 yang bener berubah 180 derajat kali mass wkwkwk,non_spam
"Gw prnah ngalamin maen depo 24 ribu jdi 3 juta thun 2023, itu prtama kalinya gw ngalamin dan slanjutnya zonk",non_spam
Rungkad itu hanya untuk si tolol. Karna orang cerdas ga mngkin mau main judi🙏,non_spam
semua podcast dah gue tonton dan gue masih maen judoll gimana cara berhenti nya 😢😢😢,non_spam
itu bang iklan Vidio nyah iklan slot Mulu yg muncul ...gimna itu,non_spam
"JUDOL BENAR BENAR LEBIH BERBAHAYA DARI SEBUAH BOM NUKLIR PEMUSNAH MASSAL..MAU  Tau KENAPA???. KARENA DIA MENYERANG KEKUATAN MANUSIA YG PALING DASAR..YAITU PSIKOLOGIS..HARAPAN,DAN EGO... BAYANGKAN EFEK DRI JUDOL KE ASPEK PEREKONOMIAN SUATU NEGARA.. DIMANA UANG YG HARUS NYA BUAT BELANJA.JAJAN JAJAN DI KALANGAN BESAR MAUPUN KECIL TERALIHKAN.. ARTINYA BANYAK UANG SDH TIDAK BERFUNGSI KEGUNAAN NYA DENGAN BAIK... SEHINGGA MENGIMBAS KE BANYAK ASPEK PEREKONOMIAN DI SEGALA SISI. SISI ATAS MAUPUN BAWAH... NAMUN SATU HAL... MEMBRATAS ITU SEMUA SESUNGGUHNYA MUDAH.. JIKA YG DI BERI TUGAS ADALAH ORANG ORANG YG AMANAH DAN CINTA TANAH AIR DAN BANGSA DAN RAKYAT NYA.",non_spam
Jgn menyalahkan judi..udh tau judi itu merugikan..knp mau main judol..salahkan orang nya..,non_spam
Judol itu bikin manusia yg pinter jadi oon 😂😂😂,non_spam
"Real fakta bang ini , gua jadi korban nya temen deket ,, saking dia mumet berani ngambil barang temen deket dan dia jual pake judol ,, mudah"" dia juga insap , lebih bagus mudir juga 😂😂",non_spam
ayo bg depo lagi kamu pasti bisa,non_spam
"Hahaha kocak yg salah bukan game nya bukan pemerintah juga.tapi yg salah itu manusia nya males jadi kebanyakan BERHAYAL...itu JUDOL cuma aplikasi ibarat nya barang dagangan ada yg suka ada juga yg gak suka..udah tau dilarang sama agama kalo judi itu haram eh masih gak percaya juga dibilangin,ya salah manusia nya dong yg otak nya kebanyakan BERHAYAL yg indah-indah..",non_spam
🤭🤭🤭... aq aj abis entah brp miliar. Aq bisa sadar bukan krn harta abis. Tp krn emosi aja sma orang yg ngajakin aq main. Dia bandarnya anjir. Temenku sendri loh ini dan orang pemerintahan jga. Akhirnya aq jebak sma temenku yg lain klo dia pemakai.,non_spam
"Judol itu bner bnr bisa membunuh secara pelan pelan dan juga bnyk yg gila bundir ,hancur , astaghfirullah halladzim 😮😮mengerikan bgt pkknya",non_spam
"Judi lebih berat candunya drpd narko , padahal semua udah di atur ama bandar kalo menang bukan berarti anda hoki atau pinter mainnya tapi emang lagi di kasih aja",non_spam
"BANDAR JUDOL TU ANK YG TERLAHIR DARI RAHIM LONTE BANG,,JADI GEDENYA JDI MALING BERKEDOK GAME!!!",non_spam
ud nonton td lupa coemen lbh baik insyap seblm segala ya hilang anatra yg gw benci judol main wanita dan 1 lgi bang andi minuman kerass2 klo yg keras yg lain si gpp😂😂,non_spam
"Wa'alaikum salam Bang Andi dan team JB,lagi2 korban judol.g ada yg bakal kaya dari judi online.",non_spam
Bang serius nanya ni eee waktu bang an bilang sedikit mulai ganteng tu agak mual g sih bang😂😂😂😂,non_spam
Alhamdulillah saya sejak kecil tdk pernah kena judi sama miras. Dan obat2an terlarang....cuma kena ngerokok sama ngopi sampe sekarang ini  belom bisa berhenti 🫰,non_spam
"Bener yg dikatakan denis lim, diantara 10 orang pemain,9 orang kalah 1 menang. Para streamer judol masih banyak yg live di FB yg nonton juga Ribuan. Itu baru 1 streamer. Terjerumus perJudian itu tergantung diri masing².",non_spam
Aduh bang ank ku juga begitu sampai sekarang belum berhenti gimana caranya bisa berhenti dari judol aq sudah nangung hutangnya hingga detik ini😢😢😢,non_spam
Hadir nyimak crita narsum Bang Andy ..sehat slalu 😂😂😂,non_spam
Gw demen nonton pemain judi slot. G ada yg kaya. Dr judi. Tp setelah nonton langsung dr temen temen tongkrongan. Dan pas kalah saya suka lihat raut mukanya wkwkwk. Udah di kasi tau ngeyel ya kita tonton i aja,non_spam
Jaman sekarang gk ada uang jagan kan saudara lalat aja gk mau sama kita kecuali kita bangkit lg dapat uang dan kaya lgi pasti saudara nyambung lgi bag 😊😊,non_spam
Nggak bakal ada yang kaya karena judi,non_spam
"Matikan bandar , caranya stop depo serentak seluruh Indonesia.",non_spam
"Menit Ke 20,Komen Ke 11 Bang Aley,,,😂",non_spam
"hadeh.. gw yg mainin slot free aja tanpa depo,internet numpang tetangga saja kalo menang masih dituduh judi, ampe bingung gw ngulik fiqih maisyir nya.. karna gw yakin gw ngga berjudi, karna ngga ada harta yg gw pertaruhin,mana internet nya juga ngga modal.. tp hasilin duit tetap dituduh judi, udah gw konsultasi sama ustadz ,dia bilang tetap judi walau gw udah adu argumen,padahal sedari muda gw memang hobi hasilin duit tanpa modal dari berbagai game, gw ngga hobi depo ke game, karna gw mantan pemain forex, jelas forex lebih banyak mikir dan baca berita ekonomi dibanding slot, walau hakikat nya forex tetap bisa jatuh ke judi karna kita main nya wajib pake modal,itupun di forex gw ga pernah minjem duit 1 sen pun, dan telah hasilin lebih dari 100 juta dgn modal 2.5 juta",non_spam
Sama bang gua juga begitu main slot semua itu gimana cara kita nyikapi.  Kemenangan selot bukan setingan tapi cara kita berfikir serakah... Menang kecil ga bersyukur terbawa nafsu ingin lebih jadinya ya Rungkat   Saya udah habis-habisan oleh slot,non_spam
